Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup
151;2017;superintendant pm;11-9021;11-90;11
152;2032;clinical social worker;21-1023;21-10;21
153;2032;representative velez professional services;29-2099;29-20;29
154;2166;certified medical assistant dermatology;31-9092;31-90;31
155;2166;office supervisor events coordinator;43-1011;43-10;43
156;2166;medical assistant ob gyn;31-9092;31-90;31
157;2166;medical assistant;31-9092;31-90;31
158;2166;medical assistant hst lab assistant;31-9092;31-90;31
159;2203;accounts receivable clerk;43-3031;43-30;43
160;2203;bookkeeper;43-3031;43-30;43
161;2203;customer service rep;43-4051;43-40;43
162;2241;quality control manager;11-3051;11-30;11
163;2241;quality assurance manager;11-3051;11-30;11
164;2241;quality control inspector pdi technician;51-9061;51-90;51
165;2272;activity aide receptionist;43-4171;43-40;43
166;2272;personal secretary;43-6014;43-60;43
167;2327;cashier;41-2011;41-20;41
168;2327;teller;43-3071;43-30;43
169;2327;cashier;41-2011;41-20;41
170;2327;contract clerical data entry desk;43-9061;43-90;43
171;2327;delivery clerk;53-7065;53-70;53
172;2337;file clerk;43-4071;43-40;43
173;2337;accountant clerk;43-3031;43-30;43
174;2337;sales associate cashier;41-2011;41-20;41
175;2337;file clerk;43-4071;43-40;43
176;2337;driver helper;53-7199;53-70;53
177;2337;sales associate;41-2031;41-20;41
178;2337;order processor;43-4151;43-40;43
179;2385;charge;29-1141;29-10;29
180;2385;overnight grocery stock clerk;53-7065;53-70;53
181;2386;waitress;35-3031;35-30;35
182;2386;waitress;35-3031;35-30;35
183;2386;waitress;35-3031;35-30;35
184;2386;buser waitress;35-3031;35-30;35
185;2393;instructor community health ed center;21-1091;21-10;21
186;2393;logistics lead;13-1081;13-10;13
187;2432;maintenance administrator;15-1244;15-12;15
188;2432;residential aide independent living assistant geriatrics;31-1122;31-10;31
189;2432;office automation clerk;43-9061;43-90;43
190;2481;general manager;11-1021;11-10;11
191;2481;general manager;11-1021;11-10;11
192;2528;child care teacher;25-2011;25-20;25
193;2528;child care teacher;25-2011;25-20;25
194;2528;child care teacher;25-2011;25-20;25
195;2549;extended day teacher;25-2011;25-20;25
196;2549;truck driver;53-3032;53-30;53
197;2549;warehouse assistant;53-7065;53-70;53
198;2604;service advisor;43-4051;43-40;43
199;2604;auto sales manager;11-2022;11-20;11
200;2638;toll collector;41-2011;41-20;41
201;2638;cashier;41-2011;41-20;41
202;2638;cashier;41-2011;41-20;41
203;2652;collection coordinator customer service specialist;43-4051;43-40;43
204;2652;secretary ii receptionist;43-4171;43-40;43
205;2652;clerical assistant receptionist;43-9061;43-90;43
206;2658;mail room clerk;43-9051;43-90;43
207;2658;office clerk receptionist;43-9061;43-90;43
208;2658;teller loan interviewer;43-3071;43-30;43
209;2658;teller loan interviewer;43-3071;43-30;43
210;2731;clinical manager dmeplus;29-1141;29-10;29
211;2731;supervisor bill review services;43-1011;43-10;43
212;2731;senior nurse manager;29-1141;29-10;29
213;2731;clinical nurse specialist;29-1141;29-10;29
214;2731;registered nurse;29-1141;29-10;29
215;2731;clinical nurse specialist;29-1141;29-10;29
216;2739;customer service advocate lumenos;43-4051;43-40;43
217;2739;account representative;41-4012;41-40;41
218;2739;customer service specialist;43-4051;43-40;43
219;2754;safety training specialist;13-1151;13-10;13
220;2754;human resources recruiter;13-1071;13-10;13
221;2848;human resources generalist;13-1071;13-10;13
222;2848;marketing coordinator;13-1161;13-10;13
223;2865;plant supervisor;51-1011;51-10;51
224;2865;plant supervisor;51-1011;51-10;51
225;2888;loan specialist;43-4131;43-40;43
226;2888;executive accounts coordinator;43-6011;43-60;43
227;2888;corporate collection manager canada;11-3031;11-30;11
228;2888;collections representative;43-3011;43-30;43
229;2898;computer manager microsoft office solution;11-3021;11-30;11
230;2898;computer manager;11-3021;11-30;11
231;2914;data entry purchase orders;43-9021;43-90;43
232;2914;cashier bakery clerk;41-2011;41-20;41
233;2964;collection agent;43-3011;43-30;43
234;2964;collection agent;43-3011;43-30;43
235;2964;customer service representative ii;43-4051;43-40;43
236;2964;customer service representative ii;43-4051;43-40;43
237;2964;customer service representative ii;43-4051;43-40;43
238;3054;lot attendant;43-6011;43-60;43
239;3054;directors assistant;41-2031;41-20;41
240;3069;receiving clerk;43-5071;43-50;43
241;3069;receiving clerk;43-5071;43-50;43
242;3069;receiving clerk;43-5071;43-50;43
243;3123;microsoft certified specialist exam;15-1232;15-12;15
244;3123;aba special education supervisor outside contractor time;25-2059;25-20;25
245;3123;assistant credit manager administrator;11-3031;11-30;11
246;3145;grant accountant;13-2011;13-20;13
247;3145;site manager;11-9021;11-90;11
248;3145;hampton city treasurer;11-3031;11-30;11
249;3164;credit account representative ii;43-3011;43-30;43
250;3164;customer service representative;43-4051;43-40;43
251;3164;customer service representative;43-4051;43-40;43
252;3165;credit analyst;13-2041;13-20;13
253;3165;financial assistant;43-3031;43-30;43
254;3176;supervisor;51-1011;51-10;51
255;3176;lifeguard;33-9092;33-90;33
256;3176;customer service representative;43-4051;43-40;43
257;3316;regional sales representative;41-4012;41-40;41
258;3316;senior account manager;11-2022;11-20;11
259;3351;national sales manager;11-2022;11-20;11
260;3351;regional sales representative;41-4012;41-40;41
261;3381;unit secretary;43-6013;43-60;43
262;3381;service writer;43-4051;43-40;43
263;3475;maintenance technician;49-9071;49-90;49
264;3475;maintenance technician;49-9071;49-90;49
265;3475;maintenance technician;49-9071;49-90;49
266;3491;manager convenience store gas station;41-1011;41-10;41
267;3491;presidential apartments manager durham nc;11-9141;11-90;11
268;3491;business manager;11-1021;11-10;11
269;3491;teacher;25-2021;25-20;25
270;3491;manager awards shop sales excellence;41-1011;41-10;41
271;3491;night manager retail specialty store;41-1011;41-10;41
272;3491;phone interviewer;43-4111;43-40;43
273;3539;senior warehouse technician;53-7065;53-70;53
274;3539;customer service special services representative;43-4051;43-40;43
275;3638;superintendent;11-9021;11-90;11
276;3638;superintendent;11-9021;11-90;11
277;3638;superintendent;11-9021;11-90;11
278;3638;president;11-1011;11-10;11
279;3644;caregiver;31-1122;31-10;31
280;3644;member services representative;43-4051;43-40;43
281;3644;child youth program assistant;21-1093;21-10;21
282;3688;assisting customers;41-2031;41-20;41
283;3688;route sales rep;53-3031;53-30;53
284;3688;driver warehouse;53-3033;53-30;53
285;3699;sales;41-2031;41-20;41
286;3699;assistant stylist sales;41-2031;41-20;41
287;3752;aerospace engineer;17-2011;17-20;17
288;3752;ocean lifeguard;33-9092;33-90;33
289;3758;united parcel service ups community internship program cip;53-3033;53-30;53
290;3758;consultant;13-1111;13-10;13
291;3758;director youth employment services;11-9151;11-90;11
292;3763;waiter;35-3031;35-30;35
293;3763;waiter;35-3031;35-30;35
294;3801;security guard;33-9032;33-90;33
295;3801;paratransit driver;53-3053;53-30;53
296;3801;senior customer sales associate;41-2031;41-20;41
297;3830;regional sales manager united states canada;11-2022;11-20;11
298;3830;sales increase;41-4012;41-40;41
299;3846;office manager account payables;43-1011;43-10;43
300;3846;senior customer service rep national business services department;43-4051;43-40;43
301;3846;credit collection representative;43-3011;43-30;43
302;3992;customer service rep;43-4051;43-40;43
303;3992;sr account rep;41-4012;41-40;41
304;3992;asst gen. mngr;43-6014;43-60;43
305;4049;director operations;11-1021;11-10;11
306;4049;general manager;11-1021;11-10;11
307;4049;consultant general manager;11-1021;11-10;11
308;4049;training manager;11-3131;11-30;11
309;4049;i. wolf gang puck cafe corporate operations multi unit manager;11-1021;11-10;11
310;4061;vice president supply chain operations;11-3071;11-30;11
311;4061;operations manager;11-1021;11-10;11
312;4061;regional project accounting manager;11-3031;11-30;11
313;4061;regional accounting manager;11-3031;11-30;11
314;4061;general accounting manager;11-3031;11-30;11
315;4061;controller;11-3031;11-30;11
316;4061;project management accountant;13-2011;13-20;13
317;4061;controller;11-3031;11-30;11
318;4107;professional truck driver company;53-3032;53-30;53
319;4107;district deputy clerk;43-4031;43-40;43
320;4107;data entry oper iii;43-9021;43-90;43
321;4107;tsc customer service representative;43-4051;43-40;43
322;4107;general clerk;43-9061;43-90;43
323;4125;food beverage director tampa lowry park zoo;11-9051;11-90;11
324;4125;sales operations manager;11-2022;11-20;11
325;4125;sales operations manager;11-2022;11-20;11
326;4164;superintendent;11-9021;11-90;11
327;4164;superintendent kennecott green creek hawk inlet alaska;11-9021;11-90;11
328;4164;epa superfund site superintendent;11-9021;11-90;11
329;4164;relief production operator;51-9199;51-90;51
330;4164;superintendent;11-9021;11-90;11
331;4188;sales consultant;41-2031;41-20;41
332;4188;computer lab assistant;31-9092;31-90;31
333;4188;receptionist;43-4171;43-40;43
334;4202;forklift driver;53-7051;53-70;53
335;4202;forklift driver;53-7051;53-70;53
336;4243;customer service representative;43-4051;43-40;43
337;4243;cashier;41-2011;41-20;41
338;4243;customer service representative;43-4051;43-40;43
339;4250;concession;35-3023;35-30;35
340;4250;clerical;43-9061;43-90;43
341;4360;global materials planner;43-5061;43-50;43
342;4360;senior buyer;13-1023;13-10;13
343;4360;purchasing supervisor;13-1023;13-10;13
344;4360;senior buyer;13-1023;13-10;13
345;4360;senior buyer planner;13-1023;13-10;13
346;4360;buyer planner;13-1023;13-10;13
347;4368;cashier;41-2011;41-20;41
348;4368;sales associate;41-2031;41-20;41
349;4368;sales associate;41-2031;41-20;41
350;4380;associate;41-2031;41-20;41
351;4380;associate;41-2031;41-20;41
352;4380;associate;41-2031;41-20;41
353;4501;commercial bank officer;13-2072;13-20;13
354;4501;personal banker;43-4141;43-40;43
355;4501;store manager;11-1021;11-10;11
356;4501;store manager;11-1021;11-10;11
357;4501;store manager;11-1021;11-10;11
358;4510;senior systems network administrator;15-1244;15-12;15
359;4510;network administrator;15-1244;15-12;15
360;4510;network administrator;15-1244;15-12;15
361;4517;director biometrics operations;11-1021;11-10;11
362;4517;training specialist;13-1151;13-10;13
363;4517;programmer ii;15-1251;15-12;15
364;4517;programmer;15-1251;15-12;15
365;4517;customer service associate;43-4051;43-40;43
366;4545;manager food;11-9051;11-90;11
367;4545;food beverage manager catering;11-9051;11-90;11
368;4575;truck driver;53-3032;53-30;53
369;4575;truck driver;53-3032;53-30;53
370;4575;truck driver;53-3032;53-30;53
371;4575;truck driver;53-3032;53-30;53
372;4575;truck driver;53-3032;53-30;53
373;4575;paul carrier;43-5052;43-50;43
374;4575;truck driver;53-3032;53-30;53
375;4575;truck driver;53-3032;53-30;53
376;4619;child youth program assistant poc;21-1093;21-10;21
377;4619;sales associate;41-2031;41-20;41
378;4639;clerk typist iii;43-9061;43-90;43
379;4639;ticket agent;43-4181;43-40;43
380;4639;cashier;41-2011;41-20;41
381;4639;clerk;43-9061;43-90;43
382;4647;customer service lead;43-1011;43-10;43
383;4647;office assistant dispatch manager;43-6014;43-60;43
384;4651;medical transcriptionist;31-9094;31-90;31
385;4651;medical transcriptionist;31-9094;31-90;31
386;4651;medical transcriptionist;31-9094;31-90;31
387;4651;computer operator;15-1299;15-12;15
388;4651;advertising coordinator administrative assistant;43-6014;43-60;43
389;4688;cashier;41-2011;41-20;41
390;4688;package handler;53-7062;53-70;53
391;4698;welder supervisor;51-1011;51-10;51
392;4698;sales associate;41-2031;41-20;41
393;4698;project manager;13-1082;13-10;13
394;4703;helpdesk coordinator;15-1232;15-12;15
395;4703;helpdesk technician;15-1232;15-12;15
396;4703;network operations engineer level ii helpdesk technician ii;15-1231;15-12;15
397;4719;driver guard;33-9032;33-90;33
398;4719;security;33-9032;33-90;33
399;4719;truck driver salesman;53-3031;53-30;53
400;4740;sales representative;41-4012;41-40;41
401;4740;sales representative;41-4012;41-40;41
402;4740;serviced sales accounts;41-4012;41-40;41
403;4743;patient representative;29-2099;29-20;29
404;4743;schedule patients dental orthodontic appointments;31-9091;31-90;31
405;4743;patient representative;29-2099;29-20;29
406;4743;server hostess;35-3031;35-30;35
407;4745;director admissions;11-9033;11-90;11
408;4745;director admissions;11-9033;11-90;11
409;4745;director admissions;11-9033;11-90;11
410;4745;asst director admissions;11-9033;11-90;11
411;4773;medical assistant;31-9092;31-90;31
412;4773;office assistant;43-6014;43-60;43
413;4787;manager;11-1021;11-10;11
414;4787;loan officer;13-2072;13-20;13
415;4859;reading specialist interventionist rti team;25-2056;25-20;25
416;4859;elementary classroom teacher;25-2021;25-20;25
417;4877;territory sales representative;41-4012;41-40;41
418;4877;sales business development;11-2022;11-20;11
419;4877;general manager sales manager;11-2022;11-20;11
420;4877;account manager purchasing agent;11-3061;11-30;11
421;4965;hr manager;11-3121;11-30;11
422;4965;hr generalist;13-1071;13-10;13
423;4972;security guard;33-9032;33-90;33
424;4972;driver;53-3032;53-30;53
425;4989;journeyman machine repairman;49-9071;49-90;49
426;4989;journeyman machine repairman;49-9071;49-90;49
427;4989;tool equipment serviceman;49-9031;49-90;49
428;5012;rn;29-1141;29-10;29
429;5012;registered nurse;29-1141;29-10;29
430;5012;rn;29-1141;29-10;29
431;5012;licensed practical nurse;29-2061;29-20;29
432;5012;certified nursing assistant assisted living;31-1121;31-10;31
433;5152;sales customer service representative;43-4051;43-40;43
434;5152;office assistant;43-6014;43-60;43
435;5152;emergency department greeter unit secretary;43-6013;43-60;43
436;5152;radiology service representative;43-4051;43-40;43
437;5152;office assistant;43-6014;43-60;43
438;5157;assistant operations manager;51-1011;51-10;51
439;5157;assistant branch manager;11-3031;11-30;11
440;5157;branch manager;11-1021;11-10;11
441;5174;vice president business development;11-2022;11-20;11
442;5174;district manager;11-1021;11-10;11
443;5174;district operations manager;11-1021;11-10;11
444;5186;internet sales manager;11-2022;11-20;11
445;5186;general manager;11-1021;11-10;11
446;5211;student accounts representative business office;41-4012;41-40;41
447;5211;admissions coordinator;21-1012;21-10;21
448;5211;s.r admissions advisor;21-1012;21-10;21
449;5211;car sales;41-2031;41-20;41
450;5264;loan secretary;43-4131;43-40;43
451;5264;loan teller loan clerk;43-3071;43-30;43
452;5264;clerk wic clerk;43-9061;43-90;43
453;5282;branch manager;11-1021;11-10;11
454;5282;operations manager;11-1021;11-10;11
455;5282;vice president;11-1011;11-10;11
456;5282;district leader;11-1021;11-10;11
457;5324;lpn c;29-2061;29-20;29
458;5324;lpn c;29-2061;29-20;29
459;5324;lpn;29-2061;29-20;29
460;5351;quality manager;11-3051;11-30;11
461;5351;manager quality control;11-3051;11-30;11
462;5351;managing partner operations;11-1021;11-10;11
463;5351;purchasing agent inventory control supervisor;13-1023;13-10;13
464;5365;inside liability claims adjuster;13-1031;13-10;13
465;5365;retail sales representative;41-2031;41-20;41
466;5365;retail sales representative;41-2031;41-20;41
467;5365;administrative temp;43-6014;43-60;43
468;5384;administrative assistant;43-6014;43-60;43
469;5384;administrative assistant customer service representative;43-4051;43-40;43
470;5384;administrative service representative billing;43-4051;43-40;43
471;5414;superintendent;11-9021;11-90;11
472;5414;superintendent;11-9021;11-90;11
473;5414;electrician;47-2111;47-20;47
474;5473;gemologist;51-9071;51-90;51
475;5473;sales manager;11-2022;11-20;11
476;5473;sales;41-2031;41-20;41
477;5598;leader coordinator;41-1011;41-10;41
478;5598;operations outreach director;11-9151;11-90;11
479;5633;quality engineer cqe cssgb;17-2112;17-20;17
480;5633;test engineer;17-2112;17-20;17
481;5645;senior respiratory solutions;29-1126;29-10;29
482;5645;director marketing purchasing;11-3061;11-30;11
483;5645;director marketing purchasing delivery;11-3061;11-30;11
484;5692;member service;43-4051;43-40;43
485;5692;customer service representative iii;43-4051;43-40;43
486;5692;customer service representative;43-4051;43-40;43
487;5692;bookkeeping clerk;43-3031;43-30;43
488;5725;payroll specialist;43-3051;43-30;43
489;5725;sales associate;41-2031;41-20;41
490;5725;assistant medical records specialist;29-2072;29-20;29
491;5725;data processor;43-9021;43-90;43
492;5725;records specialist;29-2072;29-20;29
493;5726;director;11-1011;11-10;11
494;5726;systems analyst;15-1211;15-12;15
495;5740;level iv senior lead shipping receiving associate;43-5071;43-50;43
496;5740;security officer unarmed;33-9032;33-90;33
497;5740;materials receiving purchasing clerk;53-7065;53-70;53
498;5751;administrative assistant;43-6014;43-60;43
499;5751;office manager;43-1011;43-10;43
500;5767;personal banker;43-4141;43-40;43
501;5767;head teller service manager;43-1011;43-10;43
502;5771;customer support agent;43-4051;43-40;43
503;5771;insurance agent;41-3021;41-30;41
504;5771;store manager;11-1021;11-10;11
505;5771;paint shop supervisor;51-1011;51-10;51
506;5813;event staff;13-1121;13-10;13
507;5813;easy tech sales associate;41-2031;41-20;41
508;5813;customer service representative;43-4051;43-40;43
509;5874;director sales;11-2022;11-20;11
510;5874;regional sales manager;11-2022;11-20;11
511;5874;director sales new business;11-2022;11-20;11
512;5874;senior district sales manager;11-2022;11-20;11
513;5939;delivery expert;53-3033;53-30;53
514;5939;warehouse manager;11-3071;11-30;11
515;5965;director information technology;11-3021;11-30;11
516;5965;chief information officer;11-3021;11-30;11
517;5965;billion sales;11-2022;11-20;11
518;5965;director product development quality assurance;11-3051;11-30;11
519;5965;chief information officer;11-3021;11-30;11
520;5965;systems programmer;15-1251;15-12;15
521;6047;assistant student services;21-1093;21-10;21
522;6047;marketing assistant;43-6014;43-60;43
523;6049;office manager;43-1011;43-10;43
524;6049;restaurant retail manager;11-9051;11-90;11
525;6049;office manager;43-1011;43-10;43
526;6101;marketing consultant corporate identity manager;11-2021;11-20;11
527;6101;dba;15-1242;15-12;15
528;6186;accounts payable coordinator;43-3031;43-30;43
529;6186;accounts receivable hr specialist benefits ii;43-3031;43-30;43
530;6187;supervisor;51-1011;51-10;51
531;6187;commission sales team supervisor;41-1011;41-10;41
532;6224;customer service representative;43-4051;43-40;43
533;6224;server;35-3031;35-30;35
534;6224;cashier;41-2011;41-20;41
535;6225;vice president cfo;11-3031;11-30;11
536;6225;plant controller;11-3031;11-30;11
537;6225;senior financial analyst;13-2051;13-20;13
538;6225;senior credit analyst;13-2041;13-20;13
539;6275;server;35-3031;35-30;35
540;6275;customer service representitive;43-4051;43-40;43
541;6279;store manager;11-1021;11-10;11
542;6279;insurance securities agent;41-3031;41-30;41
543;6279;assistant store manager;41-1011;41-10;41
544;6288;facility assistant;43-6014;43-60;43
545;6288;commercial electrician apprentice;47-2111;47-20;47
546;6288;hard lines supervisor marketing representative;13-1161;13-10;13
547;6326;patient registration rep.;43-4111;43-40;43
548;6326;patient service rep;29-2099;29-20;29
549;6330;customer service representative;43-4051;43-40;43
550;6330;office manager;43-1011;43-10;43
551;6374;insurance underwriting assistant;43-9041;43-90;43
552;6374;customer service representative;43-4051;43-40;43
553;6374;licensed producer oklahoma property casualty lines;13-1031;13-10;13
554;6429;plumber;47-2152;47-20;47
555;6429;cnstr eng purchase agent inspections;13-1023;13-10;13
556;6429;porter production worker;51-9198;51-90;51
557;6433;executive assistant;43-6011;43-60;43
558;6433;senior administrative assistant;43-6011;43-60;43
559;6433;executive administrative assistant;43-6011;43-60;43
560;6433;coordinator;43-6014;43-60;43
561;6433;executive administrative assistant;43-6011;43-60;43
562;6433;office manager executive administrative assistant;43-6011;43-60;43
563;6433;office manager executive administrative assistant;43-6011;43-60;43
564;6433;senior account executive;41-3091;41-30;41
565;6456;special events coordinator;13-1121;13-10;13
566;6456;executive assistant;43-6011;43-60;43
567;6456;accounts receivable assistant;43-3031;43-30;43
568;6524;ms sql server ssrs ssis developer;15-1252;15-12;15
569;6524;ms sql server ssis ssrs ssas developer;15-1252;15-12;15
570;6524;ms sql server ssis ssrs ssas developer;15-1252;15-12;15
571;6524;ms sql server ssis ssrs ssas developer;15-1252;15-12;15
572;6524;ms sql server dts developer;15-1252;15-12;15
573;6524;ms sql server developer;15-1252;15-12;15
574;6524;ms sql server developer;15-1252;15-12;15
575;6587;executive assistant director;43-6011;43-60;43
576;6587;administrative assistant director;43-6011;43-60;43
577;6598;security officer;33-9032;33-90;33
578;6598;crew member;35-3023;35-30;35
579;6643;vp sales;11-2022;11-20;11
580;6643;president founder;11-1011;11-10;11
581;6643;vp certification programs;11-3021;11-30;11
582;6752;senior clinical specialist;29-1141;29-10;29
583;6752;territory sales manager;11-2022;11-20;11
584;6752;territory sales manager;11-2022;11-20;11
585;6752;clinical specialist;29-1141;29-10;29
586;6830;receptionist;43-4171;43-40;43
587;6830;tour receptionist;43-4171;43-40;43
588;6830;administrative assistant;43-6014;43-60;43
589;6857;aircraft systems design engineer g250 fuselage aircraft;17-2011;17-20;17
590;6857;aircraft systems design engineer;17-2011;17-20;17
591;6857;aircraft systems design engineer;17-2011;17-20;17
592;6857;aircraft systems design engineer;17-2011;17-20;17
593;6857;aircraft structural design engineer;17-2011;17-20;17
594;6857;aircraft structural design engineer;17-2011;17-20;17
595;6858;legal assistant secretary;43-6012;43-60;43
596;6858;legal assistant secretary;43-6012;43-60;43
597;6858;legal assistant secretary;43-6012;43-60;43
598;6858;legal assistant secretary;43-6012;43-60;43
599;6866;president;11-1011;11-10;11
600;6866;consultant;13-1111;13-10;13
601;6884;security officer trainee;33-9032;33-90;33
602;6884;security assistant;33-9032;33-90;33
603;6945;project manager mechanical engineer tool designer resource;17-2141;17-20;17
604;6945;project manager machines tool designer machinist;17-2141;17-20;17
