95	[378, 0]
96	[717, 166, 30]
97	[718, 173, 52, 30]
98	[805]
99	[62, 2]
100	[458, 363, 38]
101	[3, 13]
102	[65]
103	[5, 4]
104	[8, 1, 64, 112]
105	[35, 1]
106	[144, 304, 0, 0, 531]
107	[221, 34]
108	[45, 59, 13]
109	[12, 81, 214]
110	[81, 1, 1193, 13, 174]
111	[266, 40, 308]
112	[266, 308]
113	[266, 40, 0]
114	[12, 45, 59, 7, 48, 134]
115	[8, 2, 182, 14, 2]
116	[3, 17]
117	[86, 81, 6]
118	[5, 4, 18]
119	[95, 1]
120	[225, 9]
121	[8, 2]
122	[16, 20]
123	[325, 317]
124	[62, 68]
125	[53, 23, 1]
126	[0, 1194]
127	[161, 195, 68]
128	[6, 0, 226, 47]
129	[74, 26, 2, 0]
130	[8, 18, 404, 14]
131	[26, 2, 1195, 950]
132	[26, 2]
133	[26, 2, 0, 232, 2]
134	[48, 134, 13]
135	[124]
136	[5, 4, 44]
137	[71, 97, 1]
138	[71, 167, 1]
139	[71, 97, 217, 0, 24]
140	[1196, 131, 27]
141	[130, 46]
142	[80, 122, 45, 59, 58]
143	[172, 13]
144	[286, 13]
145	[36, 13]
146	[3, 9, 15]
147	[25, 379]
148	[185, 112]
149	[166]
150	[490, 349, 183, 13]
151	[0, 178]
152	[196, 189, 73, 1197, 77]
153	[155, 37]
154	[72, 34]
155	[235, 131, 296, 532, 2, 0]
156	[8, 951, 13]
157	[326, 55, 51]
158	[1198, 428, 51]
159	[4, 147]
160	[309, 3, 1]
161	[1199, 143]
162	[186, 14, 5, 4, 7]
163	[46, 61, 27]
164	[122, 2, 27]
165	[287, 288, 13]
166	[8, 13, 27]
167	[99, 64, 719]
168	[161, 1, 0]
169	[18, 1200, 429, 47]
170	[12, 30, 1]
171	[161, 30, 7]
172	[5, 4, 305, 0]
173	[29, 6]
174	[5, 4, 7]
175	[202, 125, 7]
176	[33, 41, 132]
177	[33, 41, 210]
178	[35, 14]
179	[184, 18]
180	[64, 7]
181	[19, 48, 14]
182	[96, 186, 1, 952]
183	[138, 6]
184	[76, 1, 639, 8, 806]
185	[76, 1]
186	[45, 59, 1201, 533]
187	[15, 807, 13]
188	[186, 49]
189	[5, 4, 6, 61]
190	[953, 267]
191	[1202, 2]
192	[119, 13]
193	[639, 74, 7, 1203]
194	[1204, 211, 219, 18, 192, 207, 113]
195	[2, 111, 1, 34]
196	[0, 36]
197	[269, 1]
198	[0, 459, 316]
199	[111, 29, 6, 61]
200	[111, 11]
201	[43, 2]
202	[341]
203	[69, 3, 6]
204	[12, 29, 1]
205	[175, 3, 1]
206	[173, 46]
207	[4, 640]
208	[72, 24]
209	[1, 954, 39, 641, 1205]
210	[0, 642, 1, 0, 1206]
211	[28, 1]
212	[51]
213	[1, 955, 304, 3, 956]
214	[236, 1, 78, 405, 39]
215	[534, 719]
216	[12, 62, 24]
217	[5, 4, 211, 47, 6]
218	[179]
219	[31]
220	[224]
221	[101, 47, 6]
222	[326, 310, 115, 2]
223	[535, 406]
224	[227, 3, 44]
225	[25, 62]
226	[2, 0, 3]
227	[957, 22]
228	[1207, 341]
229	[460, 1208, 4, 643, 189, 318, 115, 0]
230	[21]
231	[16, 310, 289, 47]
232	[430]
233	[1209, 25]
234	[12, 5, 3, 9]
235	[69, 3, 1, 460, 491, 952]
236	[3, 1210]
237	[8, 1, 29, 644]
238	[12, 5, 4, 44, 175, 28, 47, 83]
239	[111, 186, 6]
240	[53, 29, 44]
241	[168, 0, 0]
242	[21, 32, 1]
243	[125, 1]
244	[0, 0, 0, 0, 645, 96, 20, 580, 173, 1]
245	[50, 31, 247, 380, 20]
246	[69, 23, 40, 1]
247	[69, 40, 1]
248	[32, 40, 1]
249	[79]
250	[23, 60, 36]
251	[226, 89, 25, 311]
252	[87, 407, 13]
253	[45, 59, 0, 169]
254	[1211, 5, 4, 6]
255	[32, 13]
256	[162, 327, 16, 1212, 0, 0, 0]
257	[3, 20, 1]
258	[179, 0, 0, 958, 0, 0, 0]
259	[0, 0, 269, 179]
260	[717, 67, 38]
261	[3, 21]
262	[76, 232, 2]
263	[808]
264	[122]
265	[208, 220, 193]
266	[12, 105]
267	[86, 18]
268	[12, 105, 193]
269	[105, 193]
270	[9]
271	[152, 241, 42]
272	[130, 205]
273	[39, 1]
274	[12, 56, 70, 34]
275	[70, 34]
276	[16, 0, 20]
277	[125, 7]
278	[104, 61]
279	[104]
280	[5, 4, 9]
281	[1, 162]
282	[162, 327, 1, 350]
283	[0, 431]
284	[326, 310, 115, 2, 0]
285	[13, 646, 169]
286	[1213, 49]
287	[13]
288	[5, 4, 37]
289	[8, 2, 492, 1]
290	[26, 581]
291	[76, 38]
292	[297, 14, 10, 2]
293	[432, 187]
294	[647, 18]
295	[23, 1]
296	[254, 14]
297	[254, 24]
298	[70, 20, 22, 225, 61, 254, 24, 61]
299	[25, 165]
300	[63]
301	[89, 25, 270]
302	[3, 6]
303	[0, 3, 48]
304	[98, 6]
305	[1214, 536, 209, 959, 1215]
306	[65, 278]
307	[16, 255]
308	[168, 16, 255]
309	[1]
310	[64, 42]
311	[809, 7, 0, 0, 75]
312	[648, 810, 51]
313	[141, 3, 6]
314	[3, 28, 54]
315	[32, 1, 3, 1]
316	[29, 1, 86, 49]
317	[108, 1]
318	[108, 210]
319	[279, 144, 1216]
320	[720, 303, 0]
321	[137]
322	[136, 197, 30]
323	[74, 92, 2, 721, 532]
324	[3, 5, 4, 6]
325	[215, 83, 960, 173, 46]
326	[811, 4, 6]
327	[2, 20, 1]
328	[2, 106, 1]
329	[106, 1]
330	[50, 31, 28, 54]
331	[87, 20, 1]
332	[328, 3, 1]
333	[190, 48, 6, 28, 8]
334	[255, 14]
335	[0, 255, 147]
336	[408, 3]
337	[64, 46]
338	[64, 99, 64, 13]
339	[13, 0, 13]
340	[50, 31]
341	[87, 109]
342	[140, 812]
343	[140]
344	[71, 1]
345	[1, 71, 97]
346	[364, 298, 20]
347	[86, 49, 90, 97, 18]
348	[139, 537, 81, 334]
349	[78, 3, 6]
350	[10, 163]
351	[10, 2, 5, 4, 6]
352	[10, 4, 6, 84]
353	[148]
354	[0]
355	[3, 1]
356	[109, 14]
357	[20, 381, 16]
358	[71, 22, 0, 0]
359	[290, 22]
360	[12, 649, 335]
361	[16, 35, 86]
362	[16, 35, 86, 172]
363	[101, 4]
364	[5, 4, 6, 169]
365	[582, 13]
366	[103, 7]
367	[2, 26, 182, 7]
368	[45, 112]
369	[182, 7]
370	[56, 11]
371	[225, 813, 12, 37, 129, 119, 9]
372	[63, 42, 583]
373	[220, 119, 86, 13]
374	[191, 99, 4, 1]
375	[5, 17, 49]
376	[116, 49]
377	[961, 304, 18]
378	[271, 52]
379	[0, 135, 3, 9]
380	[16, 3]
381	[69, 3, 1]
382	[16, 3, 242, 28]
383	[12, 87, 3, 1]
384	[172, 461]
385	[62, 1]
386	[16, 120, 170]
387	[123, 120, 42]
388	[0, 3]
389	[16, 107, 54, 71, 167]
390	[56, 104]
391	[2, 190, 47]
392	[35, 2]
393	[295, 78, 1]
394	[35, 21, 96, 0, 1]
395	[382]
396	[48, 85, 14]
397	[48, 134, 108, 7, 221, 61]
398	[962, 3, 75, 18]
399	[50, 31, 433]
400	[184, 79]
401	[12, 43, 11]
402	[12, 111, 11]
403	[5, 4, 0]
404	[116, 963, 49]
405	[2, 39, 1]
406	[233, 2]
407	[152, 148, 272]
408	[964, 409, 18, 35, 6]
409	[98, 493, 44]
410	[98, 4, 44]
411	[116, 538, 2]
412	[136, 584, 0, 95, 965, 409]
413	[365]
414	[0, 814, 1201, 49, 0]
415	[0, 67, 68]
416	[12, 10, 2]
417	[19, 10, 2]
418	[14]
419	[8, 1, 19, 10, 2]
420	[12, 29, 19]
421	[211, 404, 14]
422	[48, 134, 2]
423	[410, 411, 65, 815, 816, 66]
424	[410, 411, 65, 816, 815, 966, 66]
425	[410, 411, 65, 0, 66]
426	[410, 411, 65, 66]
427	[19, 2, 16]
428	[10, 2, 16]
429	[63, 42]
430	[153, 101]
431	[203, 3]
432	[31, 366]
433	[203, 967, 539]
434	[12, 161, 7]
435	[141, 3, 1]
436	[161, 7]
437	[1217, 27]
438	[462, 56, 159, 22, 0, 0, 462]
439	[462, 56, 159, 22]
440	[462, 463, 159, 22]
441	[118, 2, 46]
442	[63, 42, 262]
443	[63, 2]
444	[23, 1, 212, 22, 720, 176, 150]
445	[23, 1, 1218, 720, 176, 1219]
446	[130, 1220, 100, 1]
447	[196]
448	[232, 2]
449	[94, 26, 2]
450	[142, 2]
451	[209, 2]
452	[10, 190, 2]
453	[27, 182, 60]
454	[144, 38]
455	[306, 722, 25]
456	[76, 7]
457	[1221, 0, 57, 17]
458	[362, 1]
459	[2, 78, 1]
460	[29, 14]
461	[48, 85]
462	[48, 644]
463	[78, 1, 0]
464	[34]
465	[113, 289]
466	[968, 165]
467	[87, 3, 1]
468	[32, 273]
469	[0, 1]
470	[20, 18]
471	[62, 650, 280, 13, 0, 75, 101]
472	[243, 969, 271, 248, 1222]
473	[174, 5, 4]
474	[279, 148]
475	[272, 148]
476	[15, 5, 4]
477	[494, 13]
478	[90, 97, 14]
479	[119, 129, 14]
480	[62, 7]
481	[291, 1]
482	[179, 61]
483	[52, 30, 383, 817, 970]
484	[98, 55, 14, 52, 54, 7]
485	[215, 83, 52, 30]
486	[1223, 195, 68]
487	[18, 61]
488	[77, 540, 971, 161, 195, 68]
489	[74, 30, 2, 100, 73, 131]
490	[90, 7, 3]
491	[233, 121]
492	[204, 5, 4]
493	[972, 6]
494	[182, 62, 13]
495	[3, 16]
496	[90, 97]
497	[263, 18, 15]
498	[174]
499	[43, 47, 6]
500	[0, 2, 1]
501	[88]
502	[228, 495]
503	[70, 22, 225, 61, 180, 17, 11]
504	[70, 22, 180, 11, 61]
505	[973, 17, 156, 54]
506	[12, 104, 11]
507	[104, 11]
508	[367, 13]
509	[0, 222, 15]
510	[133, 541, 1224, 98]
511	[974]
512	[15, 3, 9]
513	[128, 38]
514	[188, 187]
515	[317]
516	[162, 723, 15]
517	[434]
518	[724, 84, 45, 59]
519	[241, 99]
520	[43, 11]
521	[63, 29, 6, 75, 109]
522	[975, 58, 27]
523	[10, 2, 40, 83]
524	[976, 244, 818, 91]
525	[3, 9, 58, 9]
526	[0, 49]
527	[15, 149]
528	[5, 57, 17]
529	[5, 4, 384, 819, 77]
530	[128, 25, 74]
531	[495, 71, 97, 217]
532	[123, 19, 42]
533	[366, 31, 206]
534	[12, 36]
535	[2, 32, 1, 435, 93]
536	[78, 1]
537	[67, 1]
538	[151, 1]
539	[280, 3, 44]
540	[78, 3, 44]
541	[78, 585, 21]
542	[25, 412]
543	[651, 25]
544	[18, 0, 4, 5, 4]
545	[53, 20, 7, 5, 4]
546	[5, 4, 64, 20, 0]
547	[19, 46, 48, 85]
548	[8, 1, 48, 134, 152, 138]
549	[129, 119, 13]
550	[73, 4, 7, 26, 2, 820, 98, 1]
551	[8, 26, 2]
552	[229]
553	[977, 0, 2]
554	[652, 205]
555	[100, 73, 131]
556	[319, 15]
557	[821, 34]
558	[151, 20, 1]
559	[96, 125, 6]
560	[256]
561	[77, 3, 49]
562	[0, 267, 39, 9]
563	[27, 10, 2]
564	[351, 1]
565	[12, 29, 978]
566	[12, 143, 61]
567	[237, 3, 1]
568	[203, 237, 3]
569	[86, 1, 90, 97]
570	[1, 93, 1225]
571	[1, 96, 43, 248, 320]
572	[274, 11]
573	[9, 11, 405, 93, 653, 164]
574	[12, 160, 21]
575	[0, 12, 64, 42]
576	[1225, 100, 586, 83, 1]
577	[83, 18]
578	[69, 436, 110]
579	[94, 6]
580	[49]
581	[3, 4, 7]
582	[5, 4, 75, 37]
583	[65, 153, 109]
584	[23, 1226, 1]
585	[126, 17]
586	[587, 201, 17, 75, 37]
587	[12, 17, 11]
588	[588, 3, 1]
589	[281, 1]
590	[1227, 42, 2, 318]
591	[201, 6]
592	[368, 2]
593	[367, 13, 15, 367, 280]
594	[178, 15, 0, 0, 15]
595	[243, 413, 101]
596	[12, 5, 4, 6]
597	[299]
598	[725, 248, 1]
599	[725, 1]
600	[822, 496, 97, 1]
601	[82, 22, 56, 11, 1228, 66]
602	[191, 979, 349, 13]
603	[50, 31, 123, 385, 42]
604	[16, 980, 3, 414]
605	[35, 3, 14]
606	[300, 7]
607	[589, 20, 7]
608	[654, 589, 49]
609	[133, 13, 5, 4, 6]
610	[823, 1]
611	[35, 21]
612	[726, 297, 29, 19]
613	[352, 198, 42]
614	[26, 257, 542]
615	[264, 25]
616	[25, 89]
617	[1229, 1230, 1231, 3, 655, 590, 0]
618	[8, 1, 98, 55, 6]
619	[1232, 26, 182, 58, 717]
620	[386, 3, 45, 59, 145, 17, 33, 41]
621	[90, 97, 13, 27, 15, 48, 497, 286, 13]
622	[163, 49]
623	[238, 727]
624	[183, 9]
625	[295, 1]
626	[123, 20, 42]
627	[4, 3, 1]
628	[219, 43, 147]
629	[175, 3, 17]
630	[2, 8, 273]
631	[69, 1]
632	[19, 656, 11]
633	[5, 55, 77, 1]
634	[55, 1233]
635	[230]
636	[43, 11, 318, 115]
637	[824, 60, 91]
638	[1234, 43, 11]
639	[657, 437, 1]
640	[278, 178]
641	[15, 319]
642	[191, 209, 2, 8]
643	[209, 2, 58]
644	[5, 4, 15]
645	[48, 85, 45, 59, 13]
646	[28, 2, 8, 1]
647	[5, 4, 1]
648	[981, 133, 541, 0, 98, 728, 60, 0, 0, 0]
649	[981, 133, 541]
650	[591, 47, 16]
651	[591, 47, 20, 1]
652	[50, 31, 133, 33, 41]
653	[16, 591, 47, 83]
654	[103, 13, 133]
655	[181, 342, 199, 13]
656	[39, 13, 729]
657	[223, 42]
658	[227, 25]
659	[53, 120, 7, 23, 60]
660	[730, 24]
661	[258, 464, 249, 102, 48, 85, 83]
662	[301, 105]
663	[48, 85, 11]
664	[16, 51, 124]
665	[80, 52]
666	[350, 16]
667	[350, 16, 39, 1]
668	[8, 1, 3]
669	[731, 592, 65]
670	[190, 142, 131]
671	[74, 110]
672	[223, 2]
673	[658, 82, 66]
674	[377, 179]
675	[982, 179]
676	[308, 659, 93, 1]
677	[93, 19, 20]
678	[247, 380, 42, 151]
679	[415]
680	[114, 1]
681	[33, 41, 1]
682	[16, 983, 343, 3]
683	[29, 19]
684	[130, 8, 2]
685	[387, 13, 46]
686	[78, 14]
687	[12, 23, 109]
688	[12, 82, 290, 22]
689	[74, 30, 131]
690	[17, 9]
691	[67, 97, 14]
692	[39, 13]
693	[583, 63, 165]
694	[732, 81, 6]
695	[538, 11]
696	[12, 81, 334]
697	[81, 6, 18]
698	[81, 6]
699	[121]
700	[247, 13]
701	[102]
702	[2, 8, 1]
703	[825, 2]
704	[825, 267]
705	[543, 51]
706	[114, 68, 817, 660, 239, 73]
707	[195, 68, 91, 817, 660, 239, 73]
708	[498, 544, 438, 51]
709	[545, 336, 546, 499, 195, 826, 73, 51]
710	[500, 87, 46]
711	[0, 0, 0, 46]
712	[0, 1]
713	[827, 15]
714	[12, 547, 1, 0]
715	[547, 1]
716	[529, 55, 547, 1]
717	[12, 36, 19]
718	[496, 14]
719	[95, 0, 1]
720	[353, 9]
721	[185, 302, 13]
722	[53, 19, 87, 3, 1]
723	[19, 87, 1]
724	[12, 226, 593, 6]
725	[733]
726	[110, 828, 0, 242, 0, 1235, 55, 1236]
727	[829, 72, 68]
728	[0, 24]
729	[0, 121]
730	[50, 31, 984, 111, 0, 42]
731	[984, 64, 429, 11]
732	[2, 50, 31, 64, 42]
733	[35]
734	[12, 64, 42, 211, 75, 109]
735	[12, 21]
736	[233, 1]
737	[439, 275, 282, 1]
738	[32, 47, 1]
739	[245, 830, 36]
740	[84, 1]
741	[1237, 13]
742	[8, 1, 43, 14]
743	[126, 17, 24]
744	[10, 13]
745	[5, 4, 14]
746	[39, 3, 1]
747	[8, 1, 3, 6]
748	[0, 64, 42]
749	[93, 2]
750	[1238, 71, 167, 217]
751	[58]
752	[734, 89, 25]
753	[67, 2]
754	[139, 3]
755	[5, 4, 6, 386, 77]
756	[15, 1239]
757	[319, 65]
758	[276, 388, 165, 1240, 60]
759	[594, 3, 6]
760	[344, 1]
761	[3, 14]
762	[90, 11, 105]
763	[105]
764	[33, 41, 14]
765	[40, 2, 96, 275, 282, 93]
766	[246, 1241, 462, 0, 464, 0, 735, 0, 1242, 0, 118, 11]
767	[0, 34, 96, 985, 83]
768	[540, 83, 1]
769	[440, 45, 59, 13]
770	[3, 18]
771	[62, 9]
772	[37, 18]
773	[277, 1]
774	[37, 132]
775	[93, 16]
776	[93, 1]
777	[43, 7]
778	[0, 40, 13]
779	[4, 21]
780	[168, 39, 1]
781	[1243, 17, 6, 0]
782	[5, 17, 6]
783	[64, 6, 99]
784	[548, 549, 193, 661, 416, 35]
785	[12, 986, 67, 14]
786	[185, 501]
787	[216, 3, 6]
788	[3, 19]
789	[321, 147, 6]
790	[12, 57, 22, 169]
791	[22, 61]
792	[42, 166, 0, 22]
793	[78, 39, 1]
794	[0, 0, 0, 723]
795	[1244, 9]
796	[19, 16]
797	[92, 100, 34]
798	[16, 92]
799	[50, 31, 831]
800	[1, 96, 223]
801	[16, 223]
802	[223, 1]
803	[74, 92, 2]
804	[152, 148]
805	[279, 225, 148]
806	[148, 441, 24, 987, 832, 1245, 593]
807	[148, 502, 306, 988, 42]
808	[154, 148, 441, 24, 0, 1246, 233, 0, 0, 0]
809	[643, 247, 380, 806, 10, 2, 87, 79]
810	[10, 8, 2]
811	[2, 19, 46]
812	[96, 27]
813	[195, 47, 2]
814	[113, 27]
815	[18, 26, 182, 135]
816	[18, 26, 17, 135]
817	[26, 47, 29, 42, 28, 8, 18]
818	[1247, 18]
819	[171, 647]
820	[128, 25, 89, 25]
821	[35, 547, 318]
822	[304, 465]
823	[595]
824	[53, 1]
825	[16, 33, 41]
826	[69, 16, 33, 41]
827	[13, 0, 662]
828	[8, 1, 108, 33, 41, 60, 0, 0, 196]
829	[10, 2, 48, 85, 48, 134]
830	[0, 0, 1]
831	[10, 2, 61, 828, 166, 59, 45, 59, 1203, 736]
832	[137, 833, 26, 337, 0, 173]
833	[67, 18, 1248, 0, 83]
834	[67, 18, 263, 18]
835	[185, 503]
836	[1, 0]
837	[145, 1]
838	[1249, 0]
839	[303, 89, 38, 591]
840	[37, 254, 34]
841	[93, 1, 93]
842	[341, 834, 202, 196]
843	[382, 1250, 0]
844	[382, 1250, 0]
845	[215, 26, 24]
846	[1251, 194, 51]
847	[216, 343, 155, 1]
848	[69, 1252, 1]
849	[146, 1252, 1]
850	[0, 14]
851	[3, 2]
852	[98, 0, 303, 220, 14, 1253]
853	[337, 213, 337, 247, 14, 114, 989]
854	[0, 369, 0, 6]
855	[337, 24]
856	[177, 1]
857	[23, 22]
858	[115, 43, 1]
859	[596, 263, 18]
860	[1254, 18]
861	[69, 28, 21]
862	[118, 46, 504, 663, 14]
863	[98, 14, 26, 182, 113]
864	[0, 0, 336, 51]
865	[387, 990, 219, 51]
866	[275, 282, 10, 2]
867	[194, 264, 25]
868	[505]
869	[119, 9]
870	[37, 144, 18, 38]
871	[319, 466, 345, 5, 4]
872	[100, 73, 55, 346]
873	[991, 292, 506, 1]
874	[32, 992, 1255, 7, 61]
875	[138, 663, 173, 109]
876	[160, 64, 143]
877	[40, 13]
878	[31, 0, 0]
879	[31, 0, 43, 947]
880	[98, 55, 24, 507]
881	[1256, 467]
882	[12, 231, 102]
883	[291, 2]
884	[85, 34]
885	[3, 9, 803, 83]
886	[3, 9, 594]
887	[161, 16]
888	[993, 268]
889	[994, 818, 91]
890	[33, 41, 2]
891	[33, 150, 8, 1, 10, 2]
892	[12, 19, 46, 508, 293, 275, 282, 14]
893	[162, 4, 16, 509]
894	[329, 127, 509, 1, 597]
895	[598, 14]
896	[8, 10, 2]
897	[223, 10, 2]
898	[10, 2, 250, 97]
899	[250, 97, 14, 220, 119, 13]
900	[13, 169, 468]
901	[111, 186, 34]
902	[48, 134, 11]
903	[17, 11]
904	[5, 4, 44, 57, 17]
905	[77, 1, 87, 17, 181, 342]
906	[368, 24]
907	[10, 2, 113, 276]
908	[664, 39, 13, 113, 276]
909	[103, 14]
910	[180, 34]
911	[80, 995, 1257]
912	[138, 14]
913	[33, 41, 16]
914	[2, 105]
915	[996, 49]
916	[241, 99, 113]
917	[3, 9, 113]
918	[1, 86]
919	[258, 49]
920	[4, 17, 7, 0]
921	[5, 198, 1]
922	[4, 17, 7]
923	[1258, 38]
924	[175, 48, 5, 4, 6]
925	[10, 46]
926	[0, 3, 9]
927	[5, 4, 0, 0, 406, 0, 5, 0, 0, 55, 218]
928	[107, 248, 11]
929	[53, 23, 14]
930	[23, 14]
931	[20, 18, 2]
932	[20, 14]
933	[27, 40, 86]
934	[27, 32, 8]
935	[27, 580, 218, 0]
936	[0, 4, 7]
937	[13, 0, 8]
938	[127, 1]
939	[0, 0]
940	[234, 11]
941	[40, 1]
942	[234, 36]
943	[0, 550, 11]
944	[408, 1, 2]
945	[4, 259, 27]
946	[250, 60, 77, 13]
947	[260, 47, 6]
948	[12, 56, 997]
949	[551, 56, 34]
950	[43, 330, 56, 11]
951	[5, 4, 3, 6]
952	[0, 41, 412, 198, 0, 335]
953	[203, 108]
954	[50, 31, 33, 41, 737]
955	[50, 31, 33, 41]
956	[638, 21, 0]
957	[1259, 0, 104]
958	[0, 104]
959	[139, 3, 44]
960	[226, 3, 44]
961	[226, 3, 44, 0]
962	[322, 599, 14]
963	[51, 967, 115, 552]
964	[499, 51]
965	[74, 510, 24, 835, 98, 55, 24]
966	[95, 60]
967	[354, 72, 157]
968	[63, 42, 157]
969	[354, 417, 4, 157]
970	[354, 417, 4]
971	[665, 665, 3, 44]
972	[594, 3]
973	[3, 1, 0]
974	[81, 214, 1260, 115, 998, 29]
975	[32, 537, 81, 214]
976	[81, 214]
977	[2, 511, 389, 81, 2]
978	[81, 214, 511, 389, 81]
979	[100, 73, 30]
980	[5, 55, 6, 169]
981	[52, 30, 836]
982	[52, 30, 113, 0, 837]
983	[52, 30, 0, 113, 1261, 837]
984	[52, 30, 113, 1261, 837]
985	[30, 113]
986	[52, 30, 718, 92, 173, 1, 1262, 55, 30, 113, 0, 837]
987	[5, 4, 3, 44]
988	[8, 13]
989	[67, 18]
990	[0, 971, 18]
991	[549, 105]
992	[9, 49]
993	[185, 59, 7]
994	[12, 52, 166, 30]
995	[600, 0, 55, 52, 30]
996	[215, 52, 30]
997	[166, 30]
998	[19, 46]
999	[1, 3, 35]
1000	[1, 262]
1001	[13, 646, 61]
1002	[1263, 5, 4, 6]
1003	[74, 0, 21, 258, 49]
1004	[738, 111, 3, 1, 80]
1005	[152, 29, 1, 28, 54]
1006	[0, 3, 29, 1264]
1007	[53, 57, 132]
1008	[132]
1009	[12, 132]
1010	[53, 132]
1011	[53, 283, 283, 7]
1012	[53, 722, 7, 23, 37]
1013	[53, 666, 22]
1014	[28, 56, 11]
1015	[56, 17, 11]
1016	[27, 124]
1017	[184, 1]
1018	[20, 16]
1019	[228, 16]
1020	[71, 97, 22]
1021	[155, 1]
1022	[222, 221, 14, 45, 59]
1023	[146, 95, 1]
1024	[189, 1]
1025	[2, 189, 1]
1026	[0, 1265]
1027	[129, 14]
1028	[5, 6]
1029	[27, 2]
1030	[15, 838, 735, 9]
1031	[71, 167, 82, 22]
1032	[71, 167, 22, 207]
1033	[71, 167, 22, 91]
1034	[185, 325, 501]
1035	[287, 0]
1036	[667, 2]
1037	[10, 2, 287, 13]
1038	[469, 24]
1039	[15, 153, 110]
1040	[90, 13]
1041	[1266, 39, 1, 107, 4, 218, 14]
1042	[195, 549, 11, 23, 1]
1043	[203, 28, 54]
1044	[442, 839]
1045	[839]
1046	[0, 22, 135]
1047	[25, 553]
1048	[62, 13]
1049	[123, 20]
1050	[366, 206, 16, 3]
1051	[1267, 172, 227, 25, 739, 1268]
1052	[46, 0, 48, 134]
1053	[81, 11]
1054	[192, 3, 1, 0, 146]
1055	[2, 0, 1, 498, 106, 189, 0, 0, 0]
1056	[410, 0, 18]
1057	[25, 38]
1058	[0, 999, 38]
1059	[1269, 5, 4]
1060	[5, 4, 740]
1061	[5, 4, 57, 17]
1062	[75, 46]
1063	[158, 110]
1064	[33, 41, 10, 2]
1065	[177, 10, 2]
1066	[5, 4, 3, 9]
1067	[87, 3, 1, 0, 80]
1068	[3, 512]
1069	[347, 1270, 176, 0, 1000, 1001]
1070	[10, 0]
1071	[1002, 601, 37, 1002, 601, 741]
1072	[390]
1073	[111, 186, 308, 29, 6]
1074	[546, 499, 51]
1075	[499, 546, 190, 51, 51]
1076	[591, 177, 21]
1077	[591, 539, 1]
1078	[1003, 32, 1]
1079	[107, 1]
1080	[321, 147]
1081	[10, 13, 1271, 546, 83]
1082	[83, 2]
1083	[0, 0, 668, 190, 470, 31]
1084	[209, 2, 27]
1085	[8, 2, 742]
1086	[27, 434]
1087	[278, 15]
1088	[15, 743]
1089	[312, 321, 21]
1090	[224, 0]
1091	[224, 7]
1092	[26, 213, 0]
1093	[98, 47, 6]
1094	[16, 150, 54]
1095	[224, 25]
1096	[391, 269, 1]
1097	[154, 121]
1098	[26, 2, 513, 24]
1099	[26, 46]
1100	[26, 2, 840, 513, 24]
1101	[26, 2, 840, 24]
1102	[341, 0, 196]
1103	[3, 9, 0, 1272]
1104	[1273, 185, 744]
1105	[98, 55, 24]
1106	[37, 62, 9, 172, 25]
1107	[146, 3, 1]
1108	[33, 150, 1]
1109	[155, 258, 14]
1110	[52, 3, 17]
1111	[10, 2, 27]
1112	[370, 68]
1113	[26, 84, 736, 7]
1114	[33, 41, 7]
